5.968744755,-1.774103403,17.52795029,-0.472162157,0.258188307,0.205562264,40.40000153,3.5,-1.399999976,-1.501445651,-0.077256933,-0.283358216,5.862206936,-0.2890791,7.856293678,-7.9438909,112.6020768,4.756946087,1755524,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,4.03E-17,-6.34E-18,1.345601538,2.56E-18,8.87E-19,0.042358505,2
10.74398041,1.468842745,6.311115742,0.070897028,-0.079620175,0.196399286,40.40000153,3.299999237,-1.399999976,-1.547270417,-0.126196101,-0.534580052,5.851261616,-0.31953153,7.863270283,-7.9438909,112.6020768,4.756946087,1755543,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,1.84E-16,-2.52E-18,1.378360915,2.16E-18,4.23E-19,0.03853626,2
3.314772367,0.673967779,8.605957985,-0.263857126,0.300948858,0.183571115,40.40000153,3.200000763,-1.399999976,-1.512534142,-0.072950788,-0.367658466,5.825406551,-0.331969857,7.881930828,-7.9438909,112.6020768,4.756946087,1755561,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,-9.02E-17,2.20E-18,-0.236964244,3.04E-18,1.71E-18,0.020013863,2
-2.553416014,-1.285686255,12.63539982,-0.149014458,0.087146036,0.187236309,40.40000153,3.100000381,-1.399999976,-1.516064882,0.099407822,0.199398905,5.727707386,-0.364585012,7.95178175,-7.9438909,112.6020768,4.756946087,1755579,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,-2.46E-16,-2.26E-18,-0.438944436,-3.40E-19,1.70E-18,-0.011708823,2
5.674258232,0.226252064,5.843049049,0.047073286,-0.139484957,0.207394853,40.40000153,2.899999619,-1.5,-1.499409676,-0.027771432,-0.770743787,5.689412117,-0.354735523,7.979671001,-7.9438909,112.6020768,4.756946087,1755599,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,-2.19E-16,-5.53E-18,-0.914937588,9.10E-19,1.19E-19,-0.054303039,2
6.931213856,0.280121595,6.788758755,-0.122747242,0.026670378,0.23977071,40.5,2.700000763,-1.5,-1.506482124,-0.028864518,-0.795780838,5.712427139,-0.402847826,7.960922241,-7.9438909,112.6020768,4.756946087,1755618,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,-1.39E-16,1.90E-17,-1.452306686,8.27E-19,-2.04E-18,-0.084036763,2
3.812766314,-0.390254885,7.078457355,0.021416945,0.028502973,0.22510995,40.5,2.700000763,-1.5,-1.489280462,-0.002494112,-0.685462058,5.7032094,-0.418250263,7.966734886,-7.9438909,112.6020768,4.756946087,1755636,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,-1.84E-16,5.24E-17,-1.338030934,2.23E-19,-6.05E-18,-0.101129318,2
6.16506958,-1.334767461,9.154230118,-0.061660726,-0.033194419,0.237327248,40.5,2.5,-1.5,-1.521818519,-0.049628723,-0.340745062,5.688953876,-0.452418208,7.975055695,-7.9438909,112.6020768,4.756946087,1755655,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,-2.24E-16,3.11E-17,-1.536226873,4.35E-19,-1.04E-17,-0.110267395,2
5.493495941,1.344344258,3.82593441,0.080670878,0.01078788,0.200675339,40.5,2.299999237,-1.5,-1.442721963,0.033963613,-0.910071671,5.697805882,-0.463190049,7.968114376,-7.9438909,112.6020768,4.756946087,1755674,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,-4.52E-17,-9.27E-18,-2.258449025,3.20E-18,-8.30E-18,-0.11437767,2
7.094019413,0.563834488,7.423222542,-0.105032161,0.080426514,0.187236309,40.59999847,2.100000381,-1.5,-1.566501498,-0.11705137,-0.454961658,5.665790081,-0.477074504,7.990095139,-7.9438909,112.6020768,4.756946087,1755693,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,2.72E-16,1.30E-16,-1.225535623,4.49E-18,3.19E-20,-0.13446727,2
11.69208431,-3.187879562,8.787917137,0.006145313,0.139069587,0.20189707,40.59999847,1.899999619,-1.5,-1.247462749,0.214597374,-0.926263988,5.661468029,-0.490814269,7.992325783,-7.9438909,112.6020768,4.756946087,1755711,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,3.25E-16,1.83E-16,0.744640762,2.56E-18,2.13E-18,-0.100058906,2
0.604535937,-1.221042871,12.10747814,0.033634249,0.510475636,0.242825046,40.70000076,1.700000763,-1.5,-1.527980328,0.100386247,-0.04988936,5.625319481,-0.513168454,8.016409874,-7.9438909,112.6020768,4.756946087,1755730,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,2.58E-16,-5.41E-17,3.204009289,5.56E-19,8.21E-19,-0.049806021,2
-15.54914284,4.169502258,13.85165405,0.12159884,0.035222489,0.217779562,40.79999924,1.5,-1.5,-1.28491652,-0.197611555,0.843070328,5.462706089,-0.513831556,8.128050804,-7.9438909,112.6020768,4.756946087,1755749,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,2.41E-16,-2.04E-16,4.122616368,2.89E-18,3.36E-18,-0.042623962,2
6.054935932,-0.140060797,8.722076416,-0.031117465,-0.731413424,0.33262226,40.90000153,1.299999237,-1.600000024,-1.524749994,0.013190414,-0.606828153,5.350568295,-0.507580817,8.202692032,-7.9438909,112.6020768,4.756946087,1755768,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,2.89E-16,-1.09E-16,0.483773827,1.43E-18,1.88E-17,0.143689018,2
7.375338554,-2.233790159,0.912190855,0.103272885,-0.731413424,0.200064465,40.90000153,1.100000381,-1.600000024,-1.367637515,0.031246718,-1.330105901,5.437809467,-0.503967762,8.145344734,-7.9438909,112.6020768,4.756946087,1755787,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,2.21E-16,-1.38E-17,-2.140248875,-2.71E-18,1.60E-17,0.390588433,2
12.28225517,-0.509964943,3.97916317,-0.027452271,1.190368772,0.079724029,41,0.799999237,-1.700000048,-1.539822102,-0.02987971,0.292335987,5.256661415,-0.497973919,8.263772011,-7.9438909,112.6020768,4.756946087,1755806,Thu Mar 12 14:50:00 GMT+07:00 2020,2,99,1.27E-16,9.91E-19,0.109518822,-6.25E-18,3.53E-19,0.36297561,2
