7.457938194,-1.470039845,7.052121162,-0.026511569,-0.071422368,0.030140091,3.299999237,36.5,21.10000038,0.262195081,-0.109185934,-0.599115193,5.357756138,-0.09880963,8.213103294,-7.934473,112.6016388,0.401883453,24,Sat Mar 14 09:42:04 GMT+07:00 2020,0,6,1.50E-16,-4.94E-17,-0.249891195,-1.34E-18,3.13E-18,0.004293065
3.896563292,0.786495268,10.52131939,-0.003909554,0.100230761,-0.013842206,3.299999237,36.5,21,0.138385832,0.083684273,-0.408111244,5.32912302,-0.108672269,8.231586456,-7.934473,112.6016388,0.401883453,42,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,1.56E-16,-5.82E-17,-0.130056119,-2.76E-18,2.73E-18,0.007428772
4.653131008,-0.514753342,8.127118111,0.005253423,-0.106241688,0.025253167,3.399999619,36.59999847,21,0.263903081,-0.102501392,-0.613411903,5.334134579,-0.097823687,8.228476524,-7.934473,112.6016388,0.401883453,65,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,1.41E-16,-6.32E-17,-0.088438395,-3.22E-18,2.00E-18,0.009547752
4.702212334,0.988805294,7.524975777,0.011972941,0.076407023,-0.034611624,3.399999619,36.59999847,21,0.177980706,-0.042839076,-0.467148721,5.300183296,-0.08498583,8.250529289,-7.934473,112.6016388,0.401883453,84,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,1.26E-16,-7.29E-17,-0.145531572,-2.60E-18,1.55E-18,0.00751634
4.077325344,-0.724246025,8.567650795,-0.00879648,-0.068978906,0.027696628,3.399999619,36.59999847,21,0.33027932,0.102120057,-0.82205987,5.311123848,-0.081273533,8.243527412,-7.934473,112.6016388,0.401883453,102,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,9.43E-17,-8.34E-17,-0.07678034,-2.29E-18,2.31E-18,0.005890929
4.143166065,0.493205547,11.13543224,0.066339947,-0.123956785,-0.005290094,3.399999619,36.59999847,21,0.115342677,-0.041487493,-0.35619989,5.286807537,-0.080260552,8.259153366,-7.934473,112.6016388,0.401883453,120,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,8.66E-17,-8.03E-17,0.090168129,-2.28E-18,3.72E-18,0.007268365
7.529764175,-1.565807939,7.401674747,0.022968514,-0.092191786,0.030750956,3.399999619,36.59999847,21,0.314438879,0.147225171,-0.793976426,5.291944504,-0.066619128,8.255984306,-7.934473,112.6016388,0.401883453,138,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,7.16E-17,-5.18E-17,0.061481002,-1.84E-18,2.92E-18,0.003737879
4.272452831,0.130484,8.42759037,0.06450735,-0.076309294,-0.005290094,3.399999619,36.59999847,21,0.176120624,-0.013808837,-0.469200253,5.279251099,-0.070468061,8.264075279,-7.934473,112.6016388,0.401883453,159,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,6.22E-17,-2.57E-17,0.042105936,-1.62E-18,7.37E-19,-0.00564011
7.924807549,-0.969651699,7.605181694,0.007696882,-0.042711701,0.039303068,3.399999619,36.59999847,20.89999962,0.323563248,0.088052809,-0.80597645,5.295444965,-0.065081693,8.253751755,-7.934473,112.6016388,0.401883453,178,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,-5.67E-19,-8.54E-18,0.178396661,-1.54E-18,1.26E-19,-0.010709875
3.776853085,0.353144765,11.34492493,-0.024068106,0.152154312,-0.005290094,3.399999619,36.59999847,20.89999962,0.093581401,-0.029525762,-0.321370631,5.267676353,-0.076367639,8.27140522,-7.934473,112.6016388,0.401883453,196,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,-1.00E-16,2.47E-18,0.237719769,-4.88E-19,1.28E-18,-0.006759278
7.001842976,-1.565807939,7.435193539,0.038240146,-0.057372466,0.024642304,3.399999619,36.59999847,20.89999962,0.265121251,-0.145975918,-0.604242086,5.280023098,-0.065778151,8.263620377,-7.934473,112.6016388,0.401883453,215,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,-1.65E-16,5.44E-18,0.127704445,1.46E-18,1.37E-18,-0.004954911
4.273650169,0.37110126,8.042123795,0.008918613,0.071520098,-0.031557299,3.399999619,36.59999847,21,0.209932312,0.055364754,-0.547001421,5.272578239,-0.070825495,8.268331528,-7.934473,112.6016388,0.401883453,233,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,-1.98E-16,3.68E-18,0.114237521,2.57E-18,4.19E-19,-0.010422106
7.076063156,-1.120486379,6.865373611,0.002199095,-0.030494396,0.019144515,3.399999619,36.59999847,21,0.303690791,-0.108033985,-0.692088664,5.297479153,-0.064998396,8.252447128,-7.934473,112.6016388,0.401883453,251,Sat Mar 14 09:42:04 GMT+07:00 2020,0,0,-2.20E-16,1.29E-17,0.238005864,2.06E-18,5.99E-19,-0.010840018
