-0.991851807,3.357391357,8.504180908,-0.962112427,-0.648117065,0.005630493,0.0,0.0,0.0,0.0,0.0,0.0,-1.455584407,4.166155338,8.757557869,0.0,0.0,0.0,40.0,210102T121544734,0,0
-0.248458862,2.587661743,9.938308716,-0.975967407,-0.212432861,-0.067886353,0.0,0.0,0.0,0.0,0.0,0.0,-1.383405089,3.984209299,8.853398323,0.0,0.0,0.0,60.0,210102T121544754,0,0
-0.833831787,3.609985352,10.74275208,-0.819366455,0.491714478,-0.100906372,0.0,0.0,0.0,0.0,0.0,0.0,-1.422256351,3.816596508,8.920826912,0.0,0.0,0.0,80.0,210102T121544775,0,0
-1.667022705,3.691390991,9.465454102,-0.672363281,0.853897095,-0.247909546,0.0,0.0,0.0,0.0,0.0,0.0,-1.575873733,3.680858135,8.951999664,0.0,0.0,0.0,101.0,210102T121544795,0,0
-1.816650391,3.134735107,8.638244629,-0.804458618,1.009429932,-0.360824585,0.0,0.0,0.0,0.0,0.0,0.0,-1.775427222,3.535106659,8.973363876,0.0,0.0,0.0,122.0,210102T121544816,0,0
-1.890869141,2.714553833,7.832595825,-1.199676514,1.315170288,-0.323547363,0.0,0.0,0.0,0.0,0.0,0.0,-2.015659571,3.330988884,9.000667572,0.0,0.0,0.0,142.0,210102T121544837,0,0
-2.390060425,2.563720703,7.923583984,-1.628967285,1.470687866,-0.211685181,0.0,0.0,0.0,0.0,0.0,0.0,-2.300186396,3.047715425,9.032771111,0.0,0.0,0.0,162.0,210102T121544856,0,0
-2.898834229,1.74609375,8.889648438,-1.616195679,1.050979614,-0.022079468,0.0,0.0,0.0,0.0,0.0,0.0,-2.540624142,2.733674765,9.068772316,0.0,0.0,0.0,185.0,210102T121544878,0,0
-2.558853149,2.736099243,10.84570313,-0.989807129,0.114608765,0.287918091,0.0,0.0,0.0,0.0,0.0,0.0,-2.625197887,2.447936058,9.126134872,0.0,0.0,0.0,208.0,210102T121544901,0,0
-2.017776489,2.837860107,9.548049927,-0.45930481,-0.177276611,0.035446167,0.0,0.0,0.0,0.0,0.0,0.0,-2.600832939,2.316401482,9.167352676,0.0,0.0,0.0,230.0,210102T121544923,0,0
-2.17338562,2.402114868,8.860916138,-0.412445068,-0.412689209,-0.116882324,0.0,0.0,0.0,0.0,0.0,0.0,-2.539043427,2.236773491,9.204372406,0.0,0.0,0.0,253.0,210102T121544947,0,0
-2.493011475,2.421264648,8.808242798,-0.487014771,-0.493652344,-0.147781372,0.0,0.0,0.0,0.0,0.0,0.0,-2.429632902,2.119640827,9.261446953,0.0,0.0,0.0,274.0,210102T121544968,0,0
-3.026931763,2.446395874,9.076385498,-0.558380127,-0.351974487,-0.120071411,0.0,0.0,0.0,0.0,0.0,0.0,-2.359552383,2.037639856,9.297899246,0.0,0.0,0.0,295.0,210102T121544990,0,0
-2.574417114,2.258453369,8.634658813,-0.54347229,-0.245452881,-0.080657959,0.0,0.0,0.0,0.0,0.0,0.0,-2.312257051,1.904080153,9.338004112,0.0,0.0,0.0,315.0,210102T121545009,0,0
-2.011779785,2.460769653,8.860916138,-0.445465088,-0.71522522,-0.077468872,0.0,0.0,0.0,0.0,0.0,0.0,-2.215637684,1.809619069,9.38011837,0.0,0.0,0.0,335.0,210102T121545030,0,0
-2.263168335,2.336273193,9.216445923,-0.135467529,-1.245727539,-0.127532959,0.0,0.0,0.0,0.0,0.0,0.0,-2.019217014,1.758114696,9.434096336,0.0,0.0,0.0,357.0,210102T121545051,0,0
-2.858139038,0.862640381,9.038085938,-0.254776001,-0.8228302,0.10256958,0.0,0.0,0.0,0.0,0.0,0.0,-1.821931839,1.718635082,9.481415749,0.0,0.0,0.0,377.0,210102T121545072,0,0
-2.593582153,-0.022018433,7.90562439,-0.762908936,0.015533447,0.545715332,0.0,0.0,0.0,0.0,0.0,0.0,-1.763165236,1.657880902,9.503318787,0.0,0.0,0.0,400.0,210102T121545091,0,0
-0.994247437,0.593292236,9.707260132,-1.257202148,0.08265686,0.619216919,0.0,0.0,0.0,0.0,0.0,0.0,-1.762210011,1.424541354,9.541261673,0.0,0.0,0.0,424.0,210102T121545115,0,0
-1.435974121,2.153106689,11.38679504,-0.909912109,-0.143188477,0.655441284,0.0,0.0,0.0,0.0,0.0,0.0,-1.730341434,1.181553602,9.580200195,0.0,0.0,0.0,449.0,210102T121545140,0,0
-1.066070557,2.007064819,10.29743958,-0.374084473,0.503433228,0.663955688,0.0,0.0,0.0,0.0,0.0,0.0,-1.74181664,1.079482198,9.590161324,0.0,0.0,0.0,474.0,210102T121545165,0,0
